"","IsabelSI-South","PNG","Malaysia","In-water, CA","Bird's Head-Summer","Bird's Head-Winter","In-water, Indonesia","HaevoSI-Winter","HaevoSI-Summer"
"z0061464",0.0489309279482213,0.0829133622572521,8.03635045442101e-05,0.188870569260575,0.569260530883871,0.0577884125685603,0.0508488932374183,0.000572075509101692,0.000734864830455812
"z0061467",0.624636620500413,0.000289955170807532,0.0317116889167924,0.000213896981950136,0.0273536012800287,0.000788433059617281,0.000185782463644084,0.0808392154417814,0.233980806184965
"z0061468",0.514470873656826,0.00481505488074427,0.0001603519230628,0.00582736488213285,0.288303172504392,0.00112294330901603,0.000143529360240116,0.134206787543626,0.050949921939959
"z0062622",0.343583256632289,0.00514790560735907,3.15608413235268e-06,0.0210610689048215,0.302514412412325,0.0017259036027434,0.0357467854322082,0.0759244884370446,0.214293022887077
"z0062627",0.244831252089108,0.0350256800721838,4.46747328262386e-08,0.0387654823545409,0.607924638957756,0.0452825733317825,0.00274140754328772,0.00830998144163307,0.0171189395349754
"z0062630",0.142288375973327,0.00411722904814735,4.18919614220729e-08,0.00394818501001826,0.786162727405239,0.00133765822830667,0.0209026514865288,0.0337648967584818,0.00747823419798933
"z0062634",0.44737347996,0.0149230864533688,1.12358580141375e-06,0.0291066907913347,0.469464387563592,0.0240882615971102,0.000293855528224287,0.0137515430805155,0.000997571440053608
"z0062636",0.162673569057168,0.00649233780088956,1.03869096616258e-05,0.00919461736453501,0.685343520153745,0.126124600865074,0.00948664923043493,0.000391896757785001,0.00028242186070633
"z0062680",0.0868902879207485,0.000433450257903694,0.0135312083728683,0.00571675336869844,0.849786923915363,0.0149136273895097,0.0203333466430221,0.0025729683299549,0.00582143380193106
"z0062681",0.106490732575111,0.00120157841159125,4.68875979246293e-07,0.0182267242797897,0.755769871213561,0.0822052196267792,0.00917228170480939,0.0146353829658552,0.0122977403465235
"z0062687",0.045307890795428,0.0144189051420141,1.18981589505062e-05,0.0324622017547167,0.178913662794859,0.726515065807859,3.68356007777509e-05,0.00157565990531399,0.00075788004008083
"z0062737",0.130028561311874,0.0451264498027925,9.29787653378691e-07,0.0726323615501837,0.541488713453129,0.0649090173731443,0.000377319464303985,0.132724342474862,0.0127123047820574
"z0062742",0.0729013711082044,0.0337061623742656,9.2017999114338e-06,0.0208941415310491,0.789451565476297,0.0541563671205578,0.00471709222205918,0.00377698002183269,0.0203871183458231
"z0062743",0.672908689195816,0.0122186821774761,1.43339400091805e-05,0.0323739976899799,0.242526084601518,0.0142944745305129,0.00482849537671118,0.00194648142806958,0.0188887610599074
"z0062752",0.00589993697774219,0.00193018647033963,7.77085090505586e-09,0.0118526151903178,0.0656912650728314,0.91440773585201,0.000120187779881644,4.84843708546791e-05,4.9580515171707e-05
"z0062761",0.0100348717025836,0.0703896386967565,1.70671667214455e-08,0.157190777916292,0.139229273907573,0.62286810425162,3.48542900542028e-05,9.5959060024951e-05,0.00015650310792924
"z0062766",0.623230140252211,0.176791095252282,0.00765014630905346,0.00988137471917123,0.061345426319493,0.119500027356525,6.1144144742336e-05,0.000126200804237304,0.00141444484228451
"z0062787",0.155445510938798,0.00339995912586126,0.0093388061790432,0.00492642374363188,0.279958731896647,0.545120908181267,0.000611512572994389,0.000234508312068075,0.000963639049688948
"z0076691",0.0878810648586647,0.00103784851636321,6.011152854432e-07,0.00405650941706675,0.610150731805456,0.000786631968348937,0.27442791820941,0.0159380361155107,0.00572065799389453
"z0076693",0.0157535987496315,0.00310202531967639,6.04410663526284e-07,0.010855358728241,0.956658590298861,0.0062609155041185,0.00314184689623677,0.00086754309528846,0.00335951699728291
"z0076695",0.310169086960517,0.00461805765525464,0.060575865707694,0.000439890199269402,0.562160259007613,0.000421792379515597,0.00728784579024493,0.0112785096340632,0.0430486926658287
"z0076697",0.0357503617354487,0.0732667323527312,0.000283785287406968,0.0286341331168723,0.850728627289239,0.00843397712218088,0.00124104045305061,0.000463052745556691,0.00119828989751407
"z0076699",0.0309458397206874,0.0233706031555924,2.20318184166619e-06,0.0165729313718161,0.524811898838423,0.384517013028992,0.000244554477813834,0.00365817832721053,0.0158767778976225
"z0076701",0.0121091409155383,0.0125342931975034,1.62310665543604e-06,0.0195455659275306,0.912011272218396,0.00347195402126536,0.00760114663128016,0.0239803755094887,0.00874462847234181
"z0076703",0.23732447402949,0.0444626512663158,7.16477565007448e-06,0.0432672260082005,0.562747229524444,0.0491147097228648,0.00312143541869972,0.0125954138801689,0.0473596953741666
"z0076705",0.370884629144493,0.0593053073226443,0.00196696690040189,0.0638166679112326,0.357154896502805,0.0716278933034946,0.000208776222957917,0.0707137534308888,0.00432110926108136
"z0076707",0.305890237195647,0.173245004339817,6.0773942521238e-05,0.0464785346349865,0.420414487374086,0.00413015374587848,6.24040611772521e-05,0.0309977520092701,0.0187206526966161
"z0076709",0.389607047884144,0.0701971086681363,0.000162311179868706,0.0312768360459787,0.445195834815803,0.0549261258411025,0.00133189480581349,0.000967116271060669,0.00633572448809258
"z0076711",0.362372763324252,0.0572988449319195,7.55989828470535e-08,0.275498949240253,0.263808373212236,0.0150913538753724,0.00386001160327845,0.0210273417339645,0.00104228647974138
"z0076713",0.0314024508456103,0.377688809079836,2.06109981375354e-07,0.0983595904342519,0.469740546363169,0.00411847117571606,0.000202447885289792,0.00624039029882521,0.0122470878073207
"z0076715",0.425167188040452,0.095945276345672,4.27793132998161e-09,0.0130501485555018,0.420443919951419,0.00368637015846731,0.000482681928335432,0.00967847514453266,0.0315459355976886
"z0102589",0.402240892030799,0.0163246489174293,9.42716058868715e-07,0.0219587770017024,0.353981655440776,0.000774539293803838,0.0593520605706409,0.142554744060835,0.00281173996795395
"z0102605",0.0831421178095051,0.108487730802633,7.85750429344465e-07,0.0348733339961543,0.625953379280811,0.144110324989957,0.00099435192336761,0.00156424388168482,0.000873731565458162
"z0102610",0.47639380058033,0.00266291452281088,0.000580699831678027,0.0424395479189987,0.426095552289153,0.030653300899937,0.019615766517024,0.00113299139709982,0.000425426042968942
"z0102616",0.0472368321479655,0.00932566094646977,1.53569734121595e-07,0.0117473501882187,0.924028602383945,0.000587816628786421,0.00226182574449769,0.00424417012468393,0.000567588265698588
"z0102682",0.125606279134541,0.28553936493666,2.14668033831643e-06,0.13730303268495,0.394621003719828,0.0442714872612577,3.22331289569976e-05,0.008115339787347,0.00450911266612145
"z0117088",0.28319466914686,0.00179983326871827,5.32652254125828e-05,0.0100816439293152,0.431237671162416,0.000522915757580819,0.202226382188498,0.0431931472907084,0.0276904720304905
"z0117094",0.136923458448126,0.00496871249946594,2.14399937211641e-05,0.0228449012835752,0.54697118023559,0.00649345082926708,0.278544248418019,0.00291435815498946,0.000318250137246119
"z0117103",0.0621710893901641,0.00119278125402282,2.24393043490592e-07,0.0304588749926674,0.533584217977528,0.00827236980441939,0.359461110925569,0.00435701619038691,0.000502315072198763
"z0134055",0.267824182985746,0.00720273462758793,6.94784573135837e-05,0.0469191647182853,0.494587931132342,0.00263084182321595,0.00731565646294778,0.1276975518315,0.0457524579610621
"z0134059",0.350068025793746,0.000971695448387096,3.34689554097585e-06,0.0119328847936935,0.445942841163776,0.00319880543802255,0.168346278849368,0.00910703939080777,0.0104290822266584
"z0134061",0.132383024122206,0.00950974415212714,6.98149816840494e-06,0.020423218555719,0.780216643926115,0.0443175524056072,0.000944721359618899,0.00929625124382885,0.00290186273660891
"z0134066",0.314606672753072,0.0244506635582037,0.000654530230299699,0.0921667071871715,0.405814488282353,0.00879810761206915,0.0195153320044524,0.126947817358791,0.00704568101358785
"z0134070",0.0148361347524621,0.196859486173938,1.07984331248816e-08,0.133489530109873,0.61388801643158,0.0174667220147439,0.000371407739604797,0.016662452880198,0.00642623909916725
"z0134074",0.764261839418917,0.018743996966995,9.89344283379422e-05,0.00459658564263378,0.162143002715191,0.0429451589369377,0.00102915444115295,0.00180248141521651,0.00437884603461828
"z0134087",0.00687193573911237,0.863704453590025,2.33740629735616e-07,0.0589769739703747,0.0649779502297823,0.000390601665363103,6.63042086126763e-05,0.00448731062705925,0.000524236229041406
"z0134095",0.176813753753719,0.00480551068231817,2.10107224720417e-07,0.0225109441021528,0.769892219841887,0.00947858996316908,0.0150145709195614,0.000859782425142496,0.000624418204825019
"z0134097",0.0113555756061087,0.00146630893176078,2.72253952051821e-08,0.1822704430426,0.772014373014031,0.00203926360785772,0.0248974705208451,0.00593411926313688,2.24187882643589e-05
"z0134098",0.0837864033396886,0.0438822135737025,1.6290687001654e-06,0.0301739238221318,0.825635792999821,0.00414506799972743,0.0075271077430064,0.00100101608361379,0.00384684536960781
"z0134101",0.156552038786711,0.00339778322037559,4.4669004824474e-05,0.0412304005163908,0.728257825563009,0.0425871580298989,0.0216526950764791,0.00540708473757372,0.000870345064737717
"z0134108",0.0204884521446701,0.00222643703716858,1.27414387726687e-06,0.0420684388910504,0.869212927704874,0.0581054193746875,0.000423713390409897,0.00688757788129324,0.000585759431969191
"z0134109",0.116743368881985,0.198646618341233,7.78637017699959e-08,0.12016323319629,0.484755205749527,0.0206450948764768,0.000620394187117214,0.0402964773889612,0.0181295295147079
"z0134111",0.0962843605538177,0.0674854196763722,3.28920480211346e-07,0.0278545638317692,0.301366366820652,0.496175710250706,0.00705820707736655,0.000175500765379897,0.00359954210345666
"z0134112",0.231234471706042,0.0271281010288854,5.77778834620198e-06,0.0134725877120939,0.686179855183812,0.0408347515739193,0.000198042566222162,0.000927241733228334,1.91707074501057e-05
"z0134113",0.202628282666827,0.214753908948484,4.4592279144938e-07,0.0472694513353704,0.448770404606008,0.039264359757342,0.00241409543168792,0.0071602365451262,0.037738814786363
"z0178009",0.271628574671124,0.490683705667422,4.06108968870552e-05,0.0333911045500732,0.17776636776914,0.0054393541821933,0.0147357474621295,0.00284983266584576,0.00346470213518519
"z0178011",0.133314292658274,0.0520896552435904,0.000259203373444307,0.294462419177914,0.415832843291042,0.0439747645032323,0.00360618634296212,0.00404594751670839,0.0524146878928326
"z0178014",0.0447421998895349,0.000135638363650626,4.39664121982229e-07,0.112396416132154,0.743923186940401,0.0379734129200532,0.0423172743859115,0.0185018521882996,9.57951587329228e-06
"z0207730",0.214088845824852,0.118794434205707,4.19939354032724e-07,0.0596628884986272,0.50606892653038,0.0656619581474653,0.000297164701783072,0.0118470308125435,0.0235783313392883
"z0207745",0.0225525240716415,0.477994892678551,9.40616597904904e-07,0.19325883700913,0.0796296410570383,0.226382250178976,7.74405325408291e-06,9.46871527404872e-05,7.84831820718372e-05
"z0210588",0.160435642992429,0.0881974145233468,6.46085137524477e-07,0.0996589735512674,0.584682244153845,0.0033229379096224,0.00220095243952746,0.0396272820132313,0.0218739063315931
"z0216904",0.00271212198271416,4.8264056303012e-06,1.00819932057902e-07,0.000106328636607238,0.00111276365180363,1.34542744753434e-05,2.36728722133073e-06,0.994981378081661,0.00106665885995452
"z0216906",0.502611689341978,0.0293213731596713,4.49515835938106e-07,0.0336969233862563,0.413626811225678,0.00294395421069555,0.00654685117266078,0.00877047357203318,0.00248147441519056
"z0216907",0.480325099902735,0.0279614369095562,1.2767092864791e-05,0.0127259157982779,0.352558226922702,0.000925407155527042,0.0101693496014794,0.104855437076546,0.0104663595403115
"z0216913",0.159916897286981,0.00689531904251859,3.16107215952409e-06,0.229042647353487,0.48638265486517,0.031813918126856,0.0136006649003242,0.0617555678527595,0.0105891694997443
"z0216918",0.0834068709286411,0.0159043294507798,0.00137574733358621,0.00857931157728987,0.727683058666359,0.00126115330810867,0.000522881879543129,0.134271666430399,0.0269949804252933
"z0216926",0.851864976465124,0.000627257813653942,1.03511398896707e-05,0.000827110044664068,0.0379771015029913,0.0224928044125361,0.000563547818816755,0.00176677664561763,0.0838700741567062
"z0216927",0.0826195919807943,0.222122340793891,4.58001035088162e-05,0.0211970358517712,0.485552408308296,0.0627777936196873,6.40678668843161e-05,0.0135118429577354,0.112109118517432
"z0216928",0.27804067072248,0.0253216728278143,5.10103658597522e-07,0.0339252367109876,0.357618386169716,0.00216090852974907,0.0091234085660667,0.065036004468021,0.228773201901506
"z0216930",0.319479619344575,0.0346798338140138,0.0055325662207254,0.00230272723994507,0.18613413285692,0.000385952310677619,0.000342099825501401,0.0538148036052966,0.397328264782345
"z0216931",0.622642163301065,0.00680208460161417,1.45966855307712e-05,0.000920537796947396,0.259281085413876,0.00341597155493616,0.00142102422507168,0.0268386524841282,0.0786638839368299
