Sample_idx1_idx2	DermGT_01	DermGT_05	DermGT_06	DermGT_10	DermGT_13	DermGT_15	DermGT_18	DermGT_22	DermGT_39	DermGT_43	DermGT_48	GT_14-5	GT_A1	GT_A6	GT_B116	GT_C102	GT_Cc1G02	GT_Cc5C08	GT_Cc5F01	GT_Cc5H07	GT_Cm3	GT_D1	GT_D115	GT_D8	GT_LB123	GT_LB133	GT_LB141	GT_LB142	GT_LB143	GT_LB145	GT_LB158	GT_Or2	GT_Or7	
	604	74	265	89	70	509	99	1218	186	592	144	298	132	407	135	X	9	395	11	1125	645	331	179	193	11	117	X	59	57	5	24	205	227
	299	70	132	114	34	428	150	329	117	289	165	106	106	243	207	X	18	198	8	352	272	163	68	164	9	70	X	22	77	44	28	64	139
	206	36	104	55	36	134	43	164	54	213	90	29	46	64	75	X	20	175	4	224	219	102	48	34	10	20	X	17	27	X	3	27	63
	334	60	167	92	23	259	60	246	99	310	129	89	99	189	104	X	13	249	8	424	433	128	84	100	7	61	X	43	65	5	22	61	131
	361	57	181	95	61	230	67	346	101	298	162	112	74	152	130	X	6	302	12	450	368	182	90	150	9	66	X	26	57	58	23	60	132
	441	34	227	53	70	217	48	788	83	259	120	139	44	143	91	X	5	357	11	1023	497	242	77	99	5	41	X	26	55	84	11	82	159
	334	185	160	249	32	484	255	241	228	396	239	80	277	240	194	X	65	259	6	335	318	216	99	240	20	127	X	98	148	7	57	82	154
	75	29	29	38	2	448	49	178	18	96	49	94	63	90	95	X	1	102	4	46	94	45	5	112	2	55	X	56	63	46	22	148	91
	908	85	410	124	108	559	116	1467	152	647	269	142	112	396	218	X	10	712	32	2110	1166	459	195	245	26	123	X	123	129	57	22	224	308
	30	5	8	12	1	22	7	15	12	18	11	6	16	17	10	X	12	24	X	16	8	12	8	5	X	1	X	2	3	1	X	2	4
	53	9	21	13	X	65	20	58	25	35	22	5	18	12	27	X	2	32	X	24	13	52	13	13	1	8	X	4	6	9	3	1	8
	757	77	305	129	70	430	106	1044	150	525	189	282	89	310	156	X	9	688	23	1800	923	342	144	216	22	94	X	73	57	23	21	147	281
	181	46	90	65	24	146	52	114	93	192	93	46	49	69	70	X	19	139	8	188	170	112	67	73	9	30	X	17	32	4	8	20	56
	349	107	174	174	37	672	213	368	209	399	220	94	161	321	288	X	26	314	5	415	362	219	129	302	17	135	X	86	176	14	40	105	159
	580	75	263	82	40	316	53	811	90	430	160	196	86	162	106	X	4	545	20	1329	720	295	111	144	7	53	X	62	74	88	21	137	210
	652	73	266	94	66	432	93	839	147	513	198	169	116	281	227	X	12	630	12	1195	769	406	153	209	14	107	X	56	72	12	20	145	247
	8	1	X	3	X	6	2	2	3	3	4	1	3	1	1	X	X	3	1	2	2	2	1	X	X	X	X	1	2	2	X	3	1
	704	83	284	102	76	415	95	998	154	476	178	147	80	264	168	X	12	610	17	1531	938	347	131	190	19	100	X	93	96	12	18	119	278
	470	81	250	124	68	375	95	675	174	480	158	136	89	241	189	X	14	519	20	1008	405	282	148	177	16	79	X	61	73	77	13	106	198
	254	45	110	67	36	159	60	156	83	216	106	41	55	102	76	X	23	195	4	218	215	104	57	72	15	35	X	31	34	1	15	36	78
	584	48	249	74	72	362	92	1442	115	519	122	295	100	345	95	X	13	367	24	1108	578	326	153	178	9	86	X	55	58	7	15	145	240
	276	31	109	56	37	187	71	359	68	162	77	81	50	106	85	X	4	234	8	488	264	146	64	103	11	31	X	30	18	42	5	63	88
	10	4	6	8	X	12	4	5	8	1	10	X	2	11	2	X	7	4	X	2	3	5	2	6	X	X	X	X	1	1	X	1	1
	16	3	4	3	1	13	6	8	4	5	8	3	8	8	3	X	4	4	X	9	3	3	1	4	X	3	X	4	X	X	2	X	2
	148	8	6	31	1	753	156	1039	11	14	67	262	80	314	256	X	7	4	4	3	286	207	8	331	1	89	X	88	114	24	57	139	111
	211	48	91	81	30	305	83	222	89	195	112	46	92	148	137	X	15	182	10	228	223	127	68	118	12	74	X	45	52	2	20	81	84
	713	72	301	112	84	363	64	971	144	531	162	213	84	251	134	X	4	646	24	2110	1008	306	134	177	8	66	X	61	73	138	18	171	258
	382	54	158	82	48	234	62	495	94	292	98	127	46	109	119	X	8	313	12	689	293	215	88	98	8	50	X	35	35	20	5	76	116
	692	62	154	121	24	672	178	1178	142	316	194	324	146	363	261	X	6	579	20	810	731	266	123	314	7	138	X	139	98	16	40	220	272
	486	100	225	125	55	571	147	479	172	456	234	136	157	239	223	X	27	392	14	717	496	277	128	206	16	118	X	82	110	12	22	107	166
	568	78	270	101	28	373	71	813	152	488	200	215	107	217	137	X	9	516	14	811	652	208	48	167	4	66	X	85	70	6	23	133	250
	947	163	545	260	65	1201	337	1469	283	1064	718	228	244	532	415	X	36	909	9	609	559	588	196	338	12	146	X	74	167	31	68	193	260
	X	X	2	1	X	1	X	X	1	X	X	1	1	X	X	X	1	X	X	X	3	X	X	X	X	X	X	X	X	X	X	8	1
	222	133	135	207	29	337	149	155	275	273	172	78	199	181	125	X	88	204	7	228	212	140	82	143	22	59	X	69	92	18	45	67	115
	489	68	187	84	47	416	136	487	129	308	225	105	98	215	162	X	20	347	10	564	315	227	122	190	21	86	X	48	96	114	28	98	120
	461	58	212	77	26	335	77	458	99	387	202	101	97	193	145	X	14	352	10	665	743	190	89	120	5	48	X	44	66	7	25	97	214
	328	17	148	33	41	128	39	438	52	197	99	100	31	127	53	X	4	254	17	806	421	167	71	61	1	28	X	25	32	5	13	68	110
	467	47	173	60	49	237	53	759	51	305	124	122	44	127	75	X	4	376	11	970	544	218	92	99	4	45	X	44	31	5	12	78	155
	612	129	270	209	48	803	229	513	328	458	319	206	260	447	266	X	22	469	11	545	633	295	102	306	11	143	X	94	174	10	57	134	226
	401	86	187	109	47	338	126	383	144	382	194	72	115	212	144	X	23	349	10	487	444	175	91	157	9	84	X	60	67	18	24	80	143
	603	136	258	178	49	796	202	721	278	649	264	104	204	323	281	X	21	449	8	769	617	305	121	311	11	140	X	91	159	5	29	167	303
	958	219	523	395	39	1491	511	1087	427	1010	836	123	588	688	531	X	44	931	10	400	500	779	117	511	12	181	X	126	217	6	152	105	266
