"","IsabelSI-South","PNG","Malaysia","In-water, CA","Bird's Head-Summer","Bird's Head-Winter","In-water, Indonesia","HaevoSI-Winter","HaevoSI-Summer"
"z0062761",0.00532766938134397,0.0230649943771505,5.59360437317668e-14,0.579503944573674,0.183271688820579,0.204414550324501,2.05178018687435e-10,0.00441707152335364,8.07941634134323e-08
"z0062762",0.186481178888197,0.00198328732244553,6.5494293104161e-11,0.00435056961834791,0.261544032793752,0.368900798635572,4.7494921596901e-06,0.176727738963924,7.64422010797843e-06
"z0062763",0.438529643566944,0.00703758873361259,2.50155171345877e-11,0.00981107409758911,0.0517256654970407,0.449798662719961,5.72556157025474e-07,0.0328319829556939,0.0102648098479864
"z0062764",0.505968697459229,0.00290952595181916,2.42611989952111e-05,0.0388263648001885,0.217159379397186,0.232988470433271,5.57925196696862e-09,0.00207182921323142,5.14659668282955e-05
"z0062765",0.18454939957278,0.0183530156738432,8.68583551385637e-08,0.0181023722795384,0.409780821504052,0.345063732320712,0.000266148943001371,0.0231720201490744,0.000712402698643778
"z0062766",0.891292848637809,0.00593459889328296,6.37300231312839e-06,0.00363447012741218,0.00517845515450261,0.0922569474026921,2.51976619139006e-08,0.00166088234748009,3.53992368461248e-05
"z0062769",0.0331754103006192,0.000576517384024055,2.56665186354906e-12,0.004951096178215,0.459393554336122,0.481606903588807,2.24010729292687e-06,0.0202300693052503,6.42087971020159e-05
"z0062770",0.108211954095865,0.000811182255260663,6.76047118793516e-08,0.00258449007797002,0.0901560587301875,0.795526389122462,5.88307598709069e-07,0.00218619371036353,0.000523076095580513
"z0062771",0.422788251054243,0.00392463014682944,4.18030717210123e-06,0.000293746343165602,0.0641158593281153,0.506067991623295,6.94585157723818e-07,0.000625968560732167,0.00217867805129039
"z0062772",0.125471834679876,0.00740447400343342,4.43329241025473e-12,0.00156854695017395,0.36481909678386,0.490562972916281,4.95229853381949e-06,0.00588019422349022,0.00428792813991754
"z0062773",0.284770532184449,1.76467444540782e-06,2.17272607120481e-08,0.000545448727495573,0.440583653101385,0.240937164304148,1.6974191343585e-08,0.0331533822977352,8.01600888958292e-06
"z0062775",0.303813961728376,0.00086511819868655,1.99703590904425e-06,0.0010740168061785,0.122197559290714,0.426008455294313,3.01063996148871e-07,0.146036688354225,1.90222760139707e-06
"z0062776",0.268436622294374,0.0162748396861911,3.50617934893555e-08,0.00060274154153931,0.389066802370002,0.314204502626449,1.80288135220227e-05,0.00466740533902934,0.00672902226710002
"z0062779",0.00749321531338661,0.00169224372796875,9.12453003683886e-09,0.0100910031511457,0.359088602222514,0.621518732689679,9.30419750664778e-08,0.000115885965947671,2.14762853721594e-07
"z0062780",0.0759883703918007,0.00253277715392833,8.4665732446317e-06,0.00315646832248855,0.067642782675146,0.849412396701793,2.38015165164777e-09,0.00125812080702981,6.14994417736751e-07
"z0062783",0.334435052769379,0.000128969900256607,7.27122528103779e-16,0.0177897727404823,0.386879489819829,0.146199457263011,1.84363217777944e-08,0.114545770192303,2.14688784160239e-05
"z0062784",0.876531570077332,0.00672293566080186,4.29420685649509e-08,0.00589193525084217,0.00636875613305698,0.0957131962707999,2.03195254790275e-11,0.00734029920570778,0.0014312644390712
"z0062787",0.181887091501255,1.71446288028647e-05,3.10306493676505e-07,0.00261740259820395,0.163907888950524,0.648714149192748,1.50072901310679e-05,0.00272017630581401,0.000120829226028373
"z0076691",0.00693849876678033,6.96379154288319e-05,6.87630328214593e-14,0.00020976476575965,0.908462492528508,0.0760168390224548,0.00557400682791041,0.00269702602116916,3.17341519205957e-05
"z0076693",0.0213780773298647,0.000106460907245084,2.06949442981435e-10,0.00245553457491023,0.629787666747594,0.345663167197678,4.90034915538769e-05,0.000557393794031601,2.69575017242154e-06
"z0076695",0.0189972022706991,7.32533930601548e-05,4.4706316204172e-08,0.000411978360489319,0.505357175286815,0.465692704772276,0.0037776372135589,0.00563738585629733,5.26181404874805e-05
"z0076697",0.293722287040723,0.198613472568206,1.79216766600089e-05,0.000809385173840533,0.431294883082937,0.0753615888955873,1.08936048740792e-06,6.33792464583966e-05,0.000115992955100235
"z0076699",0.0431576067147325,0.0102348081490726,1.08865389825583e-08,0.000569888784866851,0.432017326713096,0.513521968618521,2.18476864086134e-09,0.000310309298122663,0.000188078650281309
"z0076701",0.00798383752687126,0.0044136428786492,1.12013681525895e-12,0.00573772941787363,0.934282781278851,0.0453701817944927,4.84476636258005e-07,0.00220914497637156,2.19764913426981e-06
"z0076703",0.142195729768145,0.000987514570615629,3.27431790332142e-10,0.00373313471931704,0.418638375954939,0.421145876565721,2.59784378131098e-06,0.013237372735202,5.93975148465969e-05
"z0076705",0.02425240596291,2.34770004625318e-05,1.24402421045189e-10,0.00276608325824081,0.381179789936633,0.57420466197955,5.14122356587561e-09,0.0175735309641239,4.56324547657208e-08
"z0076707",0.227502214577753,0.0312581458275553,9.90128569380943e-09,0.0116538307796229,0.164633300185811,0.548370869819843,1.43588910150695e-06,0.0163244761362273,0.000255716882800914
"z0076709",0.258210343341293,0.00715170610843802,2.16899013447324e-09,0.0213809436202868,0.365957784240754,0.330593139327547,1.37655619926194e-08,0.0164833819447063,0.000222685482422959
"z0076711",0.365407311595482,0.0185882308338396,1.90873828985617e-11,0.0347394803627491,0.371059666156111,0.203661148335296,3.00281166184054e-06,0.00653549002659949,5.66985917309302e-06
"z0076713",0.0840125134866217,0.0485386601066341,3.19799868145469e-10,0.00923241898258519,0.525810677960841,0.330190528572131,4.50061907799732e-10,0.00213482897785314,8.03711434717977e-05
"z0076715",0.309669555766455,0.0960983054324249,1.1239830937908e-09,0.000452335493020375,0.542225932618326,0.0513189113628507,1.97815754770794e-07,0.000149242024478685,8.55183627069994e-05
"z0102589",0.0563024820789168,0.00932266566920852,5.08084080408948e-11,0.00083808981273289,0.499855930094273,0.312605791954697,0.112348755076129,0.00872331514212932,2.97012110548865e-06
"z0102605",0.244528576641455,0.383963756187031,1.49888140860288e-06,0.00963930509580163,0.189855260612729,0.171334896854102,7.64276532389382e-09,0.00066554361840968,1.11544662985854e-05
"z0102610",0.439477466944786,0.00011294044717857,3.70530194278594e-06,0.000890020058684445,0.45920957255063,0.0936002047585258,0.000336138298486669,0.00636965706508475,2.94574681240826e-07
"z0102616",0.00279563548982059,8.25271463803683e-06,1.71123316477008e-12,4.31454454041856e-05,0.771662148195832,0.225486685287339,2.05163294628708e-09,3.90414320989094e-06,2.26670411788625e-07
"z0102682",0.0569042387536802,0.00556432711828712,2.67359601866194e-11,0.0657413226180324,0.719850552682606,0.149656016570577,6.7594081954168e-09,0.00226319271598718,2.03427546859599e-05
"z0117088",0.00590490996313203,0.000163894710659084,3.8443973841392e-09,2.15887006159803e-06,0.00226359387515585,0.0010618146417508,0.989535155371465,4.76304927899235e-05,0.0010208382305883
"z0117094",0.000740804306608375,2.00572046372871e-06,4.4457547057439e-13,0.000632659915014857,0.0111879230941549,0.00303800520205318,0.984322730617278,7.58707996637567e-05,3.44318471735393e-10
"z0117103",1.05858318470602e-06,3.6748604100219e-08,2.35443251584944e-19,2.67434362516655e-06,2.17196826157434e-05,7.161863590101e-06,0.99996593042637,1.41810115062086e-06,2.50859172940463e-10
"z0134055",0.152363517851002,0.0010023790865047,1.06514722452324e-08,0.104166591747435,0.134616131932858,0.3810365552157,4.91073131077741e-06,0.226017237107688,0.000792665676029444
"z0134059",0.530099253567632,3.28516514378243e-05,1.27297784053371e-09,6.34746868639581e-05,0.407237885769317,0.0548021801492028,6.66748712773908e-05,0.00765249547690113,4.51825543900003e-05
"z0134061",0.0841105459682565,3.60264038609917e-05,2.39092524310029e-09,0.0085812847506433,0.591211647477796,0.287520715358823,1.66586617251613e-07,0.0285393606076752,2.50455401837564e-07
"z0134066",0.114030900438303,0.000647824458063903,3.4360174890508e-07,0.00249133714304848,0.637072518425203,0.209344195703728,1.78408137295548e-05,0.0363523981905776,4.2641225598068e-05
"z0134070",0.00172068565759006,0.0110434435056582,3.60206421015259e-12,0.147305762756011,0.183562239652623,0.654274960661421,1.7435128244307e-07,0.00209256056434561,1.72847466537477e-07
"z0134074",0.691904972474057,0.00362035237901415,1.12690432789389e-07,2.16714962802793e-05,0.148402585857174,0.152611150046871,4.01988605822964e-07,0.00332552028055333,0.000113232787011807
"z0134087",0.103434797660178,0.16415736105586,6.32304876910632e-12,0.303051242637722,0.1770584950913,0.238040776230883,2.94560760523955e-06,0.0107011925004289,0.00355318920970053
"z0134095",0.0342733818056547,0.00320497795387328,1.17691810581604e-13,0.00773181402577704,0.46429238652862,0.490272317571982,6.24864530621983e-06,0.000190363839529542,2.85096291394335e-05
"z0134097",0.0216877141128866,0.0210458400969391,1.3282212544717e-09,0.0175210130332838,0.814174358296824,0.125119456040961,2.68678381558489e-05,0.000424686154057519,6.30986708670611e-08
"z0134098",0.321911546232933,0.0139141329344013,1.31781508058301e-09,0.0184279701072147,0.304751605650196,0.332566668637453,6.22827174310206e-08,0.00819564718799015,0.000232365649279583
"z0134101",0.0370198837215705,0.000987800826233101,1.45876335682781e-07,0.000115048019784284,0.830512159978924,0.131192653817794,1.03586230407853e-06,0.000169777484563567,1.49441249067611e-06
"z0134108",0.0184054640982004,8.62450733174366e-05,1.47497721690499e-10,0.0146960619692984,0.615443965951583,0.345651055002987,9.12366001668378e-08,0.00566475440062608,5.23621198895414e-05
"z0134109",0.105730624836581,0.0149223850007041,8.38956643108662e-13,0.0484896334205201,0.68414884384712,0.143321925629625,1.32301903398825e-07,0.00228510129985907,0.0011013536628474
"z0134111",0.0425849137472144,0.0171709019974141,1.54902994124437e-10,0.00182109776405913,0.560973203097812,0.376548096917227,1.99591621832766e-06,0.00089505412025436,4.73628489691897e-06
"z0134112",0.113405269148073,0.00144381063387242,3.04026321713062e-09,0.00115484073091539,0.718627693401943,0.163904514599462,2.88246490579459e-09,0.00146385092985348,1.46331528907665e-08
"z0134113",0.228234907607845,0.0156705002915247,1.56696546987626e-10,0.00367722808262164,0.299198071182087,0.445831792516086,1.07844528868946e-07,0.00251211849417988,0.00487527382442967
"z0178009",0.0630460341730723,0.0150434114735309,1.57376480574053e-10,0.398409972827377,0.100779713281234,0.413437180459886,1.23730431197545e-05,0.00926720333321946,4.11125118535136e-06
"z0178011",0.0871231724776264,0.0122605451174638,2.49521683157658e-08,0.0155860921259406,0.442432659403635,0.439708751405155,3.98505146585448e-07,0.0023243333693192,0.000564022643544815
"z0178014",0.00625292757785361,1.14437984248587e-06,3.21717479982746e-13,0.670976204865525,0.0816719117775363,0.230562377732674,6.00358067967713e-06,0.0105294293917641,6.93803196883453e-10
"z0207730",0.0182925140531664,0.003041625530426,1.89613481806581e-12,0.878414220487083,0.0334965791852296,0.0633725254283788,2.04121455655098e-07,0.00336743032329479,1.4900869069398e-05
"z0207745",0.0661082315754015,0.00610454534792763,1.02903046683902e-09,0.503603122705411,0.072133712665401,0.351776194825923,4.02578894402884e-09,0.000273282888262375,9.04936853907352e-07
"z0210588",0.258998483551223,0.145328713139556,2.74737636627437e-09,0.0512757577526758,0.255665683927905,0.211790847998292,1.00962069457275e-05,0.0768459497244359,8.44649515903782e-05
"z0216904",0.00334859080776356,1.17558984369523e-06,6.99776132161786e-12,0.00075900876907748,0.000227775923773709,0.00202330666011258,1.19870283251971e-09,0.993625895736087,1.42453076412473e-05
"z0216906",0.640646138763409,0.0210174223551178,1.06329882468081e-10,0.00217066690775265,0.180075842458598,0.138700299270769,2.6471951802217e-06,0.0163499399477406,0.00103704299510291
"z0216907",0.560482050426476,0.000672991342152317,2.56894116466184e-10,0.000698285370376142,0.0388970969186637,0.0148014220193633,9.40808802827788e-05,0.384086142107269,0.000267930678522182
"z0216913",0.0300022825483737,0.0010501678931458,2.23083254900769e-11,0.230537054074289,0.250602403772544,0.175676316238475,0.000105785755869975,0.312023768743619,2.22095137402366e-06
"z0216918",0.0543175886865933,0.000478269003655607,1.16343303313744e-07,0.0265249442960796,0.526271186123392,0.366674788450453,5.78701720898846e-09,0.0257039361873621,2.91651221439494e-05
"z0216926",0.192068275086723,6.95356429643587e-05,6.12021508160109e-09,1.00603616053501e-06,0.000552415872154944,0.00832236316838731,1.30674646621451e-09,9.42946520517326e-05,0.798892102114596
"z0216927",0.0286582277770017,0.237723481561618,5.67599732217381e-10,0.000228395558399434,0.099586072993743,0.0769620178746685,5.47700894155654e-08,0.00114614529733254,0.555695603599548
"z0216928",0.0906751419255263,0.000529277118918909,5.28052063780966e-11,0.00032079679555592,0.00700530889807123,0.0338592104460228,1.79326492184514e-05,0.00113168710432297,0.866460645009558
"z0216930",0.111993691516015,0.0446586361866181,7.62007769441564e-05,2.07130513846093e-06,0.00258351093818376,0.00202202138639779,1.02264794851598e-10,0.000201386918683955,0.838462480869754
"z0216931",0.733878055795415,0.000275899847583149,1.30779815044839e-08,4.31365210710497e-06,0.086773290190148,0.0724335588196861,1.11817740503688e-08,0.0124999285411699,0.0941349288941349
"z0216932",0.585466397076493,9.51175772440019e-05,5.29140163418977e-09,0.00319394326280056,0.260124169346186,0.118262135539678,6.69306178236202e-09,0.0324898739121681,0.000368351300966985
"z0216933",0.437658128328708,0.00109436429396156,2.10408844004719e-06,0.000566235545870176,0.422458528206291,0.13427952319574,5.49850559874762e-07,0.00392338370380557,1.7182786625371e-05
"z0216934",0.0200880687721355,0.0725275809478594,4.92255292878551e-08,0.00793656224807935,0.626925489725832,0.25611923413809,1.53213698370982e-07,0.0160161566862227,0.000386705042553929
"z0216935",0.778219232740625,0.0714008416394953,5.90862059656369e-07,0.00014852602084551,0.0041745210611721,0.133218408240841,7.97902269711717e-10,0.00242053082056586,0.0104173478164934
"z0216936",0.849350713717653,0.000389706092639736,0.000148933771915626,0.000131946644009585,0.0290847323560721,0.0179385094536932,2.11405866412641e-10,0.10245477275078,0.000500685001830772
"z0216939",0.967545578708293,0.000668448416244294,7.83063571093344e-08,0.00182127904706736,0.0103746097426359,0.0149763007126223,1.00534404386053e-05,0.00437837140685431,0.000225280219486635
"z0216940",0.714239583351101,0.00619462610914621,3.81761939915832e-06,0.000446255214077097,0.0504535298483321,0.227654463926538,3.22840879864803e-09,0.000956936211562559,5.07844914346169e-05
"z0216941",0.481730429524484,0.0111285941769789,3.33529940962086e-08,0.00224432638805779,0.189236341957459,0.313765982197918,9.00755530219678e-07,0.0013894429024393,0.00050394874413859
"z0216942",0.717444510486202,0.0725348782159321,2.26039097058405e-06,0.0088585838228338,0.00338938020904523,0.197389188321018,3.10150537726035e-05,0.000327431685393189,2.27518148319754e-05
"z0216947",0.693821650493275,0.000421586795523469,2.04667460511736e-08,0.000148796647566497,0.104613180786636,0.15898237794538,1.03478498178826e-07,0.0420083415097231,3.94187665129993e-06
"z0216948",0.0754180563150362,0.000608030118896103,1.02301222745025e-07,0.00543843146504742,0.0624327750464261,0.341683681842099,1.94175489387714e-07,0.514414029841734,4.69889404986771e-06
