"Locus.1","Locus.2","p.val.Bird's Head-Summer","p.val.Bird's Head-Winter","p.val.HaevoSI-Summer","p.val.HaevoSI-Winter","p.val.IsabelSI-South","p.val.Malaysia","p.val.PNG","num.sig.p"
"locus096","locus119",0.601888,1,NA,NA,0.299178,NA,0.493052,0
"locus096","locus120",0.335436,1,NA,NA,0.062588,NA,0.56067,0
"locus096","locus128",0.217976,0.775022,NA,1,0.673942,NA,0.491812,0
"locus096","locus129",0.218488,0.494396,NA,1,0.131786,NA,0.509002,0
"locus096","locus130",1,NA,NA,NA,0.387638,NA,0.580414,0
"locus096","locus134",0.660334,0.60462,NA,NA,0.045244,NA,0.559544,1
"locus096","locus135",0.3406,0.586076,NA,1,1,NA,0.48485,0
"locus096","locus137",0.788858,0.243656,NA,1,0.952248,NA,0.72074,0
"locus096","locus139",1,0.179814,NA,1,0.41625,NA,0.119586,0
"locus096","locus140",1,0.179472,NA,1,0.410652,NA,0.119462,0
"locus096","locus146",0.381654,0.513278,NA,1,0.06853,NA,0.322024,0
"locus096","locus148",0.903118,0.057056,NA,0.430024,0.37767,NA,1,0
"locus096","locus151",0.931198,NA,NA,1,1,NA,0.721764,0
"locus096","locus157",0.790406,NA,NA,NA,0.627656,NA,1,0
"locus096","locus161",0.7897,0.45219,NA,0.142518,0.077392,NA,0.360216,0
"locus096","locus165",0.698202,0.372448,NA,NA,0.497012,NA,0.560738,0
"locus096","locus170",0.102354,0.249234,NA,0.657402,0.249972,NA,0.393606,0
"locus096","locus176",0.368642,NA,Inf,NA,1,NA,1,0
"locus096","locus184",1,0.812774,NA,1,0.297904,NA,1,0
"locus096","locus186",0.613518,0.140374,NA,1,0.06153,NA,0.719154,0
"locus096","locus188",0.741414,1,NA,0.396558,0.40931,NA,0.327434,0
"locus096","locus189",0.220172,0.002278,NA,NA,0.356644,0.572692,0.251898,1
"locus096","locus190",0.259038,0.073986,NA,NA,0.160674,0.523168,0.371806,0
"locus096","locus191",0.472996,NA,NA,NA,0.490582,0.235558,0.451532,0
"locus096","locus192",0.163272,0.041944,NA,NA,0.193284,0.524436,0.130954,1
"locus096","locus195",0.364326,0.264516,0.250996,NA,0.873544,0.143844,0.17907,0
"locus096","locus202",0.620452,0.200226,NA,NA,0.010934,1,0.51465,1
"locus096","locus215",0.042798,NA,NA,NA,0.49375,1,0.340176,1
"locus096","locus227",0.69026,0.095906,Inf,NA,0.105538,1,1,0
"locus096","locus231",0.372382,0.804406,NA,NA,0.415058,NA,0.02415,1
"locus096","locus235",0.695978,0.290946,NA,NA,0.952538,Inf,0.511138,0
"locus096","locus236",0.449642,0.063704,NA,NA,0.259332,1,0.282152,0
"locus096","locus237",0.898036,0.854066,NA,NA,0.481236,0.525034,0.252752,0
"locus096","locus239",0.921704,0.633514,NA,NA,0.013618,0.095266,0.812006,1
"locus096","locus248",0.261402,0.351962,NA,NA,0.724086,1,1,0
"locus096","locus256",0.342102,0.858566,NA,NA,0.631094,NA,0.016384,1
"locus096","locus263",1,0.088722,NA,NA,0.058848,NA,1,0
"locus096","locus264",0.102186,0.636024,NA,NA,0.740758,NA,0.650664,0
"locus096","locus274",0.73973,0.530126,NA,NA,0.586878,NA,0.049864,1
"locus096","locus280",0.762944,1,NA,NA,0.555902,NA,0.074422,0
"locus096","locus282",0.428374,0.378058,NA,NA,0.568782,NA,1,0
"locus096","locus286",0.47493,1,NA,NA,0.63678,NA,0.50539,0
"locus096","locus291",0.96584,0.34606,NA,NA,0.139564,NA,0.49821,0
"locus096","locus292",0.821338,0.01501,NA,NA,0.129426,NA,0.600604,1
"locus096","locus296",0.608074,0.479824,NA,NA,0.69275,NA,1,0
"locus096","locus301",0.728236,0.279484,NA,NA,0.176194,NA,0.560488,0
"locus096","locus314",0.151898,1,NA,NA,0.64939,NA,0.109898,0
"locus096","locus321",0.689496,0.353282,NA,NA,0.213334,NA,0.79015,0
"locus096","locus322",0.868536,0.890008,NA,NA,0.378844,NA,0.533088,0
"locus096","locus323",0.872204,0.349134,NA,NA,0.042838,NA,0.118218,1
"locus096","locus329",0.94761,0.951134,NA,NA,0.274628,NA,0.09112,0
"locus096","locus332",0.288494,0.719892,NA,NA,0.469362,NA,1,0
"locus096","locus358",0.286276,0.769342,NA,NA,0.415994,NA,0.250682,0
"locus096","locus359",0.631168,0.215788,NA,NA,0.733928,NA,1,0
"locus096","locus360",0.558842,1,NA,NA,0.538222,NA,0.277688,0
"locus098","locus100",0.881108,0.558044,NA,NA,0.890116,NA,0.591372,0
"locus098","locus106",0.37076,0.78583,NA,NA,0.034144,NA,0.10815,1
"locus098","locus116",0.708798,0.536182,NA,NA,0.104926,NA,0.64471,0
"locus098","locus119",0.64821,0.28699,NA,NA,0.073802,NA,1,0
"locus098","locus120",0.609102,0.282966,NA,NA,0.138328,NA,0.77361,0
"locus098","locus128",0.314502,0.35153,NA,1,0.636638,NA,1,0
"locus098","locus129",0.751944,0.28435,NA,1,0.146076,NA,0.448836,0
"locus098","locus130",0.786984,NA,NA,NA,0.388924,NA,1,0
"locus098","locus134",0.703492,0.737428,NA,NA,0.193674,NA,0.772362,0
"locus098","locus135",0.139012,0.940184,NA,1,0.291498,NA,1,0
"locus098","locus137",0.07265,0.420666,NA,Inf,0.13017,NA,0.644924,0
"locus098","locus139",0.601816,0.146934,NA,Inf,0.897378,NA,1,0
"locus098","locus140",0.601654,0.150424,NA,Inf,0.897716,NA,1,0
"locus098","locus146",0.59766,0.16685,NA,1,0.899886,NA,0.444618,0
"locus098","locus148",0.266592,0.024028,NA,1,0.33159,NA,0.69697,1
"locus098","locus151",0.780048,NA,NA,1,0.609782,NA,1,0
"locus098","locus157",0.936846,NA,NA,NA,0.953254,NA,0.771316,0
"locus098","locus161",1,0.911378,NA,1,0.099998,NA,1,0
"locus098","locus165",0.273372,0.237682,NA,NA,0.5323,NA,0.190118,0
"locus098","locus170",0.613346,0.689906,NA,1,0.1834,NA,0.497488,0
"locus098","locus176",0.338396,NA,Inf,NA,0.219694,NA,0.291536,0
"locus098","locus184",0.050438,0.617764,NA,0.400844,0.056316,NA,0.866726,0
"locus098","locus186",0.11657,0.5338,NA,0.249644,0.792412,NA,0.44229,0
"locus098","locus188",0.901788,0.72596,NA,1,0.503362,NA,0.849398,0
"locus098","locus189",0.164672,0.278492,NA,NA,0.97058,1,1,0
"locus098","locus190",0.83813,0.732014,NA,NA,0.792536,0.101174,0.243016,0
"locus098","locus191",0.422654,NA,NA,NA,0.0091,1,0.135598,1
"locus098","locus192",0.057156,0.872972,NA,NA,0.978822,0.399872,1,0
"locus098","locus195",0.03723,0.477694,1,NA,0.270844,0.100246,0.133738,1
"locus098","locus202",0.52499,0.286996,NA,NA,0.187986,1,0.689354,0
"locus098","locus215",0.009584,NA,NA,NA,0.81863,1,0.74756,1
"locus098","locus227",0.311022,0.092516,Inf,NA,0.103408,1,0.318864,0
"locus098","locus231",1,0.689182,NA,NA,0.193934,NA,0.905304,0
"locus098","locus235",1,0.037916,NA,NA,1,Inf,1,1
"locus098","locus236",0.949154,0.396286,NA,NA,0.595884,1,0.749232,0
"locus098","locus237",0.409834,0.604074,NA,NA,0.52589,1,0.597318,0
"locus098","locus239",0.163108,0.020954,NA,NA,0.734144,0.599524,0.203776,1
"locus098","locus248",0.880728,1,NA,NA,0.380788,1,0.19113,0
"locus098","locus256",0.200292,0.47206,NA,NA,0.850692,NA,0.508048,0
"locus098","locus263",1,0.865652,NA,NA,1,NA,1,0
"locus098","locus264",0.317634,0.614676,NA,NA,0.207246,NA,0.40146,0
"locus098","locus274",0.44362,0.239626,NA,NA,0.953524,NA,0.79751,0
"locus098","locus280",0.866184,1,NA,NA,0.148058,NA,1,0
"locus098","locus282",0.699906,0.662898,NA,NA,0.324958,NA,0.045702,1
"locus098","locus286",0.547892,0.749132,NA,NA,0.467818,NA,0.045402,1
"locus098","locus291",0.296924,0.216724,NA,NA,0.98039,NA,0.68802,0
"locus098","locus292",0.429638,0.226666,NA,NA,0.942738,NA,0.392298,0
"locus098","locus296",0.95432,0.34985,NA,NA,0.777226,NA,0.419424,0
"locus098","locus301",0.138912,0.829904,NA,NA,0.607944,NA,0.546002,0
"locus098","locus314",0.250726,0.49148,NA,NA,1,NA,0.276426,0
"locus098","locus321",0.636294,0.119878,NA,NA,0.874296,NA,0.213862,0
"locus098","locus322",0.960444,0.160284,NA,NA,0.543754,NA,0.45512,0
"locus098","locus323",0.1484,1,NA,NA,0.5002,NA,0.036004,1
"locus098","locus329",0.90674,0.481758,NA,NA,0.243346,NA,0.442264,0
"locus098","locus332",0.316762,0.45143,NA,NA,0.481132,NA,0.568532,0
"locus098","locus358",1,0.10202,NA,NA,0.099068,NA,1,0
"locus098","locus359",0.514696,1,NA,NA,0.10406,NA,Inf,0
"locus098","locus360",0.306844,0.20135,NA,NA,0.816878,NA,0.154478,0
"locus100","locus106",0.398698,0.591564,NA,NA,0.16103,NA,0.602084,0
"locus100","locus116",0.092856,0.4564,NA,NA,0.7277,NA,0.85227,0
"locus100","locus119",0.784384,0.969668,NA,NA,0.790564,NA,0.376096,0
"locus100","locus120",0.335152,0.669712,NA,NA,0.784162,NA,0.124742,0
"locus100","locus128",0.603906,0.436294,NA,1,1,NA,1,0
"locus100","locus129",0.30513,0.879992,NA,1,0.218296,NA,0.425276,0
"locus100","locus130",0.453128,NA,NA,NA,0.674976,NA,0.370904,0
"locus100","locus134",0.272922,0.002374,NA,NA,0.469402,NA,0.795502,1
"locus100","locus135",0.027186,0.539432,NA,0.521856,1,NA,0.27706,1
"locus100","locus137",0.89802,0.693546,NA,1,0.012636,NA,0.722274,1
"locus100","locus139",1,0.815366,NA,0.524306,0.012448,NA,0.519988,1
"locus100","locus140",1,0.818638,NA,0.523242,0.013282,NA,0.520676,1
"locus100","locus146",0.667954,0.486294,NA,1,0.461784,NA,0.88556,0
"locus100","locus148",0.076474,0.000544,NA,1,0.14058,NA,0.536422,1
"locus100","locus151",0.041168,NA,NA,0.201796,0.373642,NA,0.048366,2
"locus100","locus157",0.525386,NA,NA,NA,0.864528,NA,0.218544,0
"locus100","locus161",0.302678,0.424348,NA,0.52322,0.827308,NA,0.30862,0
"locus100","locus165",0.692798,0.752046,NA,NA,0.707014,NA,0.07536,0
"locus100","locus170",0.544536,0.59847,NA,1,0.662582,NA,0.87817,0
"locus100","locus176",0.431194,NA,Inf,NA,0.231428,NA,1,0
"locus100","locus184",0.121618,0.06674,NA,0.287404,1,NA,0.180628,0
"locus100","locus186",0.416342,0.456058,NA,0.334188,1,NA,0.294298,0
"locus100","locus188",0.756158,0.439122,NA,1,0.42816,NA,0.620634,0
"locus100","locus189",0.776266,0.861494,NA,NA,0.50775,0.572076,1,0
"locus100","locus190",0.58474,0.321262,NA,NA,0.540448,0.524128,0.216046,0
"locus100","locus191",0.871368,NA,NA,NA,0.067916,0.429922,0.522538,0
"locus100","locus192",0.64983,0.773164,NA,NA,0.891948,1,0.369972,0
"locus100","locus195",0.363216,0.166044,1,NA,0.070548,1,0.59477,0
"locus100","locus202",0.113882,0.687794,NA,NA,0.955964,1,0.761246,0
"locus100","locus215",0.646778,NA,NA,NA,0.164384,0.335406,1,0
"locus100","locus227",0.772998,0.113116,Inf,NA,0.948746,1,1,0
"locus100","locus231",0.078716,0.555912,NA,NA,0.285388,NA,0.886582,0
"locus100","locus235",0.030348,0.037944,NA,NA,0.223926,Inf,0.775212,2
"locus100","locus236",0.52585,0.099568,NA,NA,0.664118,0.427786,0.008046,1
"locus100","locus237",0.94265,0.007492,NA,NA,0.342004,0.047362,0.696376,2
"locus100","locus239",0.950908,0.382952,NA,NA,0.885346,1,0.915716,0
"locus100","locus248",0.898582,0.830478,NA,NA,0.288148,1,0.862904,0
"locus100","locus256",0.586458,0.594706,NA,NA,0.218754,NA,0.034508,1
"locus100","locus263",0.09241,1,NA,NA,0.537624,NA,1,0
"locus100","locus264",0.583322,0.798616,NA,NA,0.238902,NA,0.84005,0
"locus100","locus274",0.03265,0.87154,NA,NA,0.462018,NA,0.604148,1
"locus100","locus280",0.420252,1,NA,NA,0.9483,NA,1,0
"locus100","locus282",0.363528,0.654492,NA,NA,0.035912,NA,1,1
"locus100","locus286",0.608902,0.65224,NA,NA,0.365032,NA,0.010458,1
"locus100","locus291",0.334002,0.717226,NA,NA,0.325868,NA,1,0
"locus100","locus292",0.1348,0.94566,NA,NA,0.474776,NA,0.440496,0
"locus100","locus296",0.254776,0.225822,NA,NA,0.19519,NA,0.438448,0
"locus100","locus301",0.834694,0.343104,NA,NA,0.187872,NA,1,0
"locus100","locus314",0.823158,0.893456,NA,NA,1,NA,0.164504,0
"locus100","locus321",0.190516,0.075366,NA,NA,0.648008,NA,1,0
"locus100","locus322",0.683312,1,NA,NA,0.860562,NA,0.306762,0
"locus100","locus323",0.030902,0.825484,NA,NA,0.044418,NA,0.362964,2
"locus100","locus329",0.064436,0.906734,NA,NA,0.289076,NA,0.111784,0
"locus100","locus332",0.827684,0.735584,NA,NA,0.2389,NA,1,0
"locus100","locus358",0.703538,0.046636,NA,NA,0.52651,NA,0.322826,1
"locus100","locus359",0.7372,0.42131,NA,NA,0.899166,NA,1,0
"locus100","locus360",0.881646,0.714034,NA,NA,0.0188,NA,0.560058,1
"locus106","locus116",0.46002,0.305636,NA,NA,1,NA,1,0
"locus106","locus119",0.772336,0.870088,NA,NA,0.78889,NA,0.065706,0
"locus106","locus120",0.52844,0.235664,NA,NA,0.045122,NA,1,1
"locus106","locus128",0.332446,0.783304,NA,0.251298,0.516278,NA,0.49118,0
"locus106","locus129",0.158936,0.230146,NA,1,0.0644,NA,0.736902,0
"locus106","locus130",0.03765,NA,NA,NA,0.842854,NA,0.487676,1
"locus106","locus134",0.437406,0.235788,NA,NA,0.600924,NA,1,0
"locus106","locus135",0.522898,0.383652,NA,1,0.327874,NA,0.74886,0
"locus106","locus137",0.703262,0.755694,NA,0.401392,0.247688,NA,0.739574,0
"locus106","locus139",0.692306,1,NA,0.40055,0.776222,NA,0.193496,0
"locus106","locus140",0.691168,1,NA,0.400028,0.778022,NA,0.19315,0
"locus106","locus146",0.477214,0.613966,NA,1,0.2765,NA,0.738346,0
"locus106","locus148",0.570684,0.124276,NA,1,0.755652,NA,0.737902,0
"locus106","locus151",0.401372,NA,NA,0.200578,0.065672,NA,0.051992,0
"locus106","locus157",0.53858,NA,NA,NA,0.913436,NA,1,0
"locus106","locus161",1,1,NA,1,0.615992,NA,0.767944,0
"locus106","locus165",0.595514,0.435296,NA,NA,0.724516,NA,0.34174,0
"locus106","locus170",0.296634,1,NA,0.198748,0.194608,NA,0.21149,0
"locus106","locus176",0.697868,NA,Inf,NA,0.331582,NA,0.437354,0
"locus106","locus184",0.198978,0.387448,NA,1,0.758042,NA,0.336394,0
"locus106","locus186",0.467058,0.365578,NA,1,0.553322,NA,0.162352,0
"locus106","locus188",0.712642,0.073704,NA,1,0.904066,NA,0.389192,0
"locus106","locus189",0.89242,0.14397,NA,NA,0.739648,0.571198,1,0
"locus106","locus190",0.352214,0.793274,NA,NA,0.894154,1,0.67135,0
"locus106","locus191",0.064502,NA,NA,NA,0.649968,0.237852,0.144424,0
"locus106","locus192",1,0.363564,NA,NA,0.66024,0.52282,1,0
"locus106","locus195",0.765768,0.901888,1,NA,0.221676,1,1,0
"locus106","locus202",0.396886,0.879624,NA,NA,0.013668,0.428822,0.390516,1
"locus106","locus215",0.188148,NA,NA,NA,0.450858,1,0.055838,0
"locus106","locus227",0.836472,0.694448,Inf,NA,0.777068,1,0.396662,0
"locus106","locus231",0.132842,1,NA,NA,0.47314,NA,1,0
"locus106","locus235",0.322062,0.873686,NA,NA,0.738804,Inf,0.845488,0
"locus106","locus236",0.79873,1,NA,NA,0.07468,1,1,0
"locus106","locus237",0.88994,0.672558,NA,NA,0.382304,0.52416,0.692392,0
"locus106","locus239",0.415404,0.200066,NA,NA,0.840696,1,0.409312,0
"locus106","locus248",0.24042,0.402136,NA,NA,0.478414,0.427552,0.33701,0
"locus106","locus256",0.38177,0.386338,NA,NA,0.113882,NA,0.419244,0
"locus106","locus263",0.057926,0.653766,NA,NA,0.77007,NA,1,0
"locus106","locus264",0.884558,0.558928,NA,NA,0.987448,NA,0.132742,0
"locus106","locus274",0.37511,0.461464,NA,NA,0.203196,NA,0.597936,0
"locus106","locus280",0.783936,0.41075,NA,NA,0.523456,NA,1,0
"locus106","locus282",0.878842,0.309286,NA,NA,0.904068,NA,0.230472,0
"locus106","locus286",0.091666,0.636246,NA,NA,0.556608,NA,0.245514,0
"locus106","locus291",0.688644,0.760284,NA,NA,0.858026,NA,1,0
"locus106","locus292",0.467624,0.678188,NA,NA,0.199068,NA,1,0
"locus106","locus296",0.782922,0.493176,NA,NA,0.339412,NA,0.540032,0
"locus106","locus301",1,0.89818,NA,NA,0.819024,NA,0.231804,0
"locus106","locus314",0.737404,0.456738,NA,NA,0.68378,NA,1,0
"locus106","locus321",0.878424,0.612678,NA,NA,0.21356,NA,0.753542,0
"locus106","locus322",0.209934,0.162114,NA,NA,0.278078,NA,0.770964,0
"locus106","locus323",0.3126,0.899882,NA,NA,0.434438,NA,0.352382,0
"locus106","locus329",0.326526,0.210802,NA,NA,0.77454,NA,0.341696,0
"locus106","locus332",1,0.139046,NA,NA,0.39549,NA,0.473046,0
"locus106","locus358",0.446042,0.30283,NA,NA,0.016622,NA,0.509538,1
"locus106","locus359",0.699528,1,NA,NA,0.094694,NA,Inf,0
"locus106","locus360",0.268144,1,NA,NA,0.00299,NA,0.132918,1
"locus116","locus119",0.00202,0.542808,NA,NA,0.873086,NA,0.667702,1
"locus116","locus120",0.59748,0.685664,NA,NA,0.922494,NA,0.55302,0
"locus116","locus128",0.383084,0.574318,NA,1,0.663048,NA,0.072894,0
"locus116","locus129",0.35478,0.275166,NA,1,0.336602,NA,0.060482,0
"locus116","locus130",0.425356,NA,NA,NA,0.016846,NA,1,1
"locus116","locus134",0.212088,0.052454,NA,NA,0.407162,NA,0.775418,0
"locus116","locus135",0.86006,0.544998,NA,1,0.32918,NA,0.976816,0
"locus116","locus137",0.841494,0.2871,NA,Inf,0.033328,NA,0.308512,1
"locus116","locus139",0.74137,1,NA,Inf,0.748648,NA,1,0
"locus116","locus140",0.74011,1,NA,Inf,0.746566,NA,1,0
"locus116","locus146",0.796014,0.184638,NA,1,0.703866,NA,0.395576,0
"locus116","locus148",0.224614,0.63616,NA,0.399772,0.417478,NA,0.863906,0
"locus116","locus151",0.465378,NA,NA,0.600414,0.659738,NA,1,0
"locus116","locus157",0.111516,NA,NA,NA,0.188766,NA,0.06434,0
"locus116","locus161",0.92369,0.136914,NA,1,0.462736,NA,0.69758,0
"locus116","locus165",0.867472,0.016592,NA,NA,0.199756,NA,1,1
"locus116","locus170",0.715728,0.23576,NA,1,0.064648,NA,1,0
"locus116","locus176",0.431452,NA,NA,NA,0.907724,NA,0.069248,0
"locus116","locus184",0.837168,0.472984,NA,1,0.720126,NA,0.51637,0
"locus116","locus186",0.798076,0.606902,NA,1,0.829634,NA,0.86525,0
"locus116","locus188",0.377594,0.572996,NA,0.49878,0.526474,NA,0.891206,0
"locus116","locus189",0.852862,0.016954,NA,NA,0.054,1,0.59879,1
"locus116","locus190",0.77585,0.858488,NA,NA,0.113486,0.426976,0.301516,0
"locus116","locus191",0.085312,NA,NA,NA,0.232672,0.314628,0.733796,0
"locus116","locus192",0.506786,0.849528,NA,NA,0.762574,0.428916,1,0
"locus116","locus195",0.364704,0.458038,1,NA,0.498024,0.486332,0.310348,0
"locus116","locus202",0.881504,0.42503,NA,NA,0.190096,0.14232,0.49363,0
"locus116","locus215",0.373944,NA,NA,NA,0.413346,1,0.58858,0
"locus116","locus227",0.185514,0.5668,Inf,NA,0.565976,1,0.650216,0
"locus116","locus231",0.78357,0.260958,Inf,NA,0.81502,NA,1,0
"locus116","locus235",0.900282,0.341016,NA,NA,0.807492,Inf,0.804794,0
"locus116","locus236",0.19033,0.905538,NA,NA,0.383924,0.485508,1,0
"locus116","locus237",0.683814,0.231802,NA,NA,0.812038,1,0.632746,0
"locus116","locus239",0.919986,0.857894,NA,NA,0.340392,1,0.854624,0
"locus116","locus248",0.67572,0.749118,NA,NA,0.491266,1,1,0
"locus116","locus256",0.869378,0.676136,NA,NA,0.771408,NA,0.565554,0
"locus116","locus263",0.04393,1,NA,NA,0.86176,NA,0.14334,1
"locus116","locus264",0.677272,0.88613,NA,NA,0.047914,NA,0.872046,1
"locus116","locus274",0.524054,0.369702,NA,NA,0.024346,NA,0.875046,1
"locus116","locus280",0.494158,0.697414,NA,NA,0.223334,NA,1,0
"locus116","locus282",0.915296,0.126432,NA,NA,0.512734,NA,0.288002,0
"locus116","locus286",0.027048,0.69545,NA,NA,0.792908,NA,0.513678,1
"locus116","locus291",0.62912,0.222546,NA,NA,0.79917,NA,0.139728,0
"locus116","locus292",0.724914,0.65582,NA,NA,0.246024,NA,0.290066,0
"locus116","locus296",1,0.439568,NA,NA,0.718286,NA,0.781102,0
"locus116","locus301",0.915376,0.731922,NA,NA,0.435668,NA,1,0
"locus116","locus314",0.295574,0.365592,NA,NA,1,NA,0.662064,0
"locus116","locus321",0.37117,0.58545,NA,NA,0.032058,NA,0.309998,1
"locus116","locus322",0.075954,0.92731,NA,NA,0.519874,NA,0.172496,0
"locus116","locus323",0.105802,0.440078,NA,NA,0.90721,NA,0.764374,0
"locus116","locus329",0.837904,0.622598,NA,NA,0.526916,NA,0.069774,0
"locus116","locus332",0.449028,0.231776,NA,NA,0.603414,NA,0.05843,0
"locus116","locus358",0.029198,0.840208,NA,NA,0.036554,NA,0.775482,2
"locus116","locus359",0.63181,1,NA,NA,0.459286,NA,Inf,0
"locus116","locus360",0.108516,0.453516,NA,NA,0.13486,NA,0.378878,0
"locus119","locus120",0.9217,0.660312,NA,NA,0.679954,NA,1,0
"locus119","locus128",0.97227,0.799928,NA,1,0.74274,NA,0.10939,0
"locus119","locus129",0.761238,0.14528,NA,1,0.683798,NA,0.18491,0
"locus119","locus130",0.565892,NA,NA,NA,0.15112,NA,0.790142,0
"locus119","locus134",0.370644,0.973612,NA,NA,0.03753,NA,0.360942,1
"locus119","locus135",0.659222,0.91204,NA,1,0.09888,NA,0.98613,0
"locus119","locus137",1,0.725222,NA,1,0.079512,NA,0.417412,0
"locus119","locus139",0.230078,0.4823,NA,1,0.31319,NA,0.516048,0
"locus119","locus140",0.232604,0.484724,NA,1,0.310828,NA,0.517388,0
"locus119","locus146",0.721774,0.613318,NA,1,0.20085,NA,0.106154,0
"locus119","locus148",0.106394,0.580848,NA,0.569976,0.765796,NA,0.014092,1
"locus119","locus151",0.352456,NA,NA,0.79994,0.120198,NA,0.183548,0
"locus119","locus157",0.326336,NA,NA,NA,0.04976,NA,1,1
"locus119","locus161",0.913362,1,NA,0.573386,0.495594,NA,0.367782,0
"locus119","locus165",0.476006,0.258914,NA,NA,0.813582,NA,1,0
"locus119","locus170",0.338002,0.262848,NA,0.486028,0.018336,NA,0.051386,1
"locus119","locus176",0.117656,NA,NA,NA,0.68927,NA,0.265582,0
"locus119","locus184",0.344004,0.82721,NA,1,0.972158,NA,0.617224,0
"locus119","locus186",0.73278,0.832662,NA,1,0.099716,NA,1,0
"locus119","locus188",0.505622,0.840388,NA,0.197638,0.757704,NA,0.047034,1
"locus119","locus189",0.108464,0.726538,NA,NA,0.333024,0.486462,0.285444,0
"locus119","locus190",0.69526,0.588806,NA,NA,0.660254,1,0.788372,0
"locus119","locus191",0.358632,NA,NA,NA,0.0935,0.48491,0.854842,0
"locus119","locus192",0.623668,0.082732,NA,NA,0.432546,0.572086,1,0
"locus119","locus195",0.890398,0.360344,1,NA,0.973828,1,0.872072,0
"locus119","locus202",0.737272,0.439352,NA,NA,0.59993,0.228724,0.17279,0
"locus119","locus215",0.174724,NA,NA,NA,0.632096,1,0.493672,0
"locus119","locus227",0.575078,0.397886,Inf,NA,0.103514,1,1,0
"locus119","locus231",0.695428,0.896544,Inf,NA,0.519302,NA,0.015182,1
"locus119","locus235",0.874624,0.562222,NA,NA,0.894448,Inf,0.854082,0
"locus119","locus236",0.559632,0.107148,NA,NA,0.73116,1,0.80434,0
"locus119","locus237",0.699888,0.639758,NA,NA,0.168432,0.570856,0.329628,0
"locus119","locus239",0.321462,0.938228,NA,NA,0.085354,0.48499,0.52715,0
"locus119","locus248",0.393564,0.236538,NA,NA,0.988788,0.227744,1,0
"locus119","locus256",0.002726,0.904174,NA,NA,0.75917,NA,0.195042,1
"locus119","locus263",0.817806,0.23534,NA,NA,1,NA,1,0
"locus119","locus264",0.90746,0.718472,NA,NA,0.961916,NA,0.401576,0
"locus119","locus274",0.589784,0.071352,NA,NA,0.700754,NA,1,0
"locus119","locus280",0.861636,0.849404,NA,NA,0.51403,NA,0.48784,0
"locus119","locus282",0.668208,0.371192,NA,NA,0.841376,NA,0.64861,0
"locus119","locus286",0.709868,0.859086,NA,NA,0.048484,NA,0.787788,1
"locus119","locus291",0.318974,0.935718,NA,NA,0.002954,NA,0.420296,1
"locus119","locus292",0.838274,0.725932,NA,NA,0.020612,NA,1,1
"locus119","locus296",0.888426,0.874066,NA,NA,0.188472,NA,0.437866,0
"locus119","locus301",0.587238,0.360998,NA,NA,0.42155,NA,0.230102,0
"locus119","locus314",0.31191,0.121278,NA,NA,0.682616,NA,0.729076,0
"locus119","locus321",0.411532,0.80678,NA,NA,0.665646,NA,0.689554,0
"locus119","locus322",0.138346,0.971286,NA,NA,0.743356,NA,0.67256,0
"locus119","locus323",0.08742,0.381688,NA,NA,0.750134,NA,1,0
"locus119","locus329",0.760086,0.84215,NA,NA,0.28421,NA,0.798924,0
"locus119","locus332",0.98764,0.102132,NA,NA,0.315578,NA,0.203472,0
"locus119","locus358",0.535426,0.319546,NA,NA,0.141442,NA,0.08581,0
"locus119","locus359",0.482068,0.221112,NA,NA,0.254424,NA,0.46608,0
"locus119","locus360",0.025572,0.918384,NA,NA,0.39815,NA,0.638822,1
"locus120","locus128",0.53072,0.868752,NA,1,0.341402,NA,1,0
"locus120","locus129",0.280968,0.80521,NA,1,0.114882,NA,0.693984,0
"locus120","locus130",1,NA,NA,NA,0.34306,NA,0.581164,0
